"2020/07/30 16:47:38:327" "DEBUG  " "   Seq Log     " "Reached pos --> x: -88.83067, y: -344.2244, z: -6.378994, pitch: -62.132"
"2020/07/30 16:58:35:989" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:58:35:989" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:58:35:989" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick head 1 up"
"2020/07/30 16:58:36:184" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 1 purge 8.65047151097139kPa"
"2020/07/30 16:58:36:184" "DEBUG  " "   Seq Log     " "Pick Head 1 purge off"
"2020/07/30 16:58:36:184" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6307, y: -676.9911, z: -6.515511, pitch: -62.1325"
"2020/07/30 16:58:36:184" "DEBUG  " "   Seq Log     " "bHead1PurgeMonitor FALSE"
"2020/07/30 16:58:36:184" "DEBUG  " "   Seq Log     " "bHead2PurgeMonitor FALSE"
"2020/07/30 16:58:36:184" "DEBUG  " "   Seq Log     " "bHead3PurgeMonitor FALSE"
"2020/07/30 16:58:36:184" "DEBUG  " "   Seq Log     " "bHead4PurgeMonitor FALSE"
"2020/07/30 16:58:36:304" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 8500, pressure -19.838557084872"
"2020/07/30 16:58:36:304" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 4292, pressure -84.415723136082"
"2020/07/30 16:58:36:304" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9911, pressure 1.23447370830411"
"2020/07/30 16:58:36:304" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9865, pressure 5.63066499832132e-1"
"2020/07/30 16:58:36:304" "DEBUG  " "   Seq Log     " "Move Y to socket 2 standby position"
"2020/07/30 16:58:36:814" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6326, y: -293.9985, z: -6.378989, pitch: -62.1305"
"2020/07/30 16:58:36:814" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:58:36:814" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:58:36:814" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:58:36:814" "DEBUG  " "   Seq Log     " "Place unit from standby to socket 2 done"
"2020/07/30 16:58:36:829" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:58:37:099" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.05.03,PNB.CELL.B04.HEAD.02,1,0,"
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.05.03"
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.05.03"
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:58:37:099" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:58:37:129" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:58:37:144" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6314, y: -293.621, z: -6.379011, pitch: -62.131"
"2020/07/30 16:58:37:144" "DEBUG  " "   Seq Log     " "Move XY to buffer 1 place position"
"2020/07/30 16:58:37:144" "DEBUG  " "   Seq Log     " "XY tray place pos: -127.995, -184.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:58:37:144" "DEBUG  " "   Seq Log     " "Final XYZ tray place pos to be moved --> x: -127.995, y: -184.238, z: -16.078"
"2020/07/30 16:58:37:864" "DEBUG  " "   Seq Log     " "Reached pos --> x: -128.7269, y: -184.2278, z: -6.379006, pitch: -62.1325"
"2020/07/30 16:58:37:864" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:58:37:864" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9815, pressure -2.45674001281799e-1"
"2020/07/30 16:58:37:864" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3900, pressure -90.5499435407575"
"2020/07/30 16:58:37:864" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9911, pressure 9.75066377758139e-1"
"2020/07/30 16:58:37:864" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9868, pressure 3.64696188238156e-1"
"2020/07/30 16:58:37:894" "DEBUG  " "   Seq Log     " "Pick Head 2 down"
"2020/07/30 16:58:38:088" "DEBUG  " "   Seq Log     " "Reached pos --> x: -127.99338, y: -184.2328, z: -15.47168, pitch: -62.132"
"2020/07/30 16:58:38:598" "DEBUG  " "   Seq Log     " "Unit Count : 17602.0"
"2020/07/30 16:58:38:598" "DEBUG  " "   Seq Log     " "Pick Head 2 purge"
"2020/07/30 16:58:38:688" "DEBUG  " "   Seq Log     " "When Drop, Pick Head 2 purge 7.23136082033753kPa"
"2020/07/30 16:58:38:688" "DEBUG  " "   Seq Log     " "Z move to standby and pick heads cylinder up"
"2020/07/30 16:58:38:914" "DEBUG  " "   Seq Log     " "Reached pos --> x: -127.99557, y: -184.2336, z: -6.660754, pitch: -62.1325"
"2020/07/30 16:58:38:914" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 2 purge 8.33002716147342kPa"
"2020/07/30 16:58:38:914" "DEBUG  " "   Seq Log     " "Head 2 purge off"
"2020/07/30 16:58:39:018" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9820, pressure -1.5411847285381e-1"
"2020/07/30 16:58:39:018" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 8720, pressure -16.9392986846522"
"2020/07/30 16:58:39:018" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9875, pressure 6.85140537736117e-1"
"2020/07/30 16:58:39:018" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9826, pressure -6.25629444257925e-2"
"2020/07/30 16:58:39:034" "DEBUG  " "   Seq Log     " "Place unit from standby to buffer lane 1 done"
"2020/07/30 16:58:39:034" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.05.03,PNB.CELL.B04.HEAD.02,1,0,Gang 0 "
"2020/07/30 16:58:39:034" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:58:39:034" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.05.03,PNB.CELL.B04.HEAD.02,1,0,Gang 0 "
"2020/07/30 16:58:39:034" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:58:39:138" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.LANE.01.TRAY.06.01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,"
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.06.01"
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.01"
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.06.01"
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.01"
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:58:39:138" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:58:39:184" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:58:39:198" "DEBUG  " "   Seq Log     " "Reached pos --> x: -127.99525, y: -184.2386, z: -6.379011, pitch: -62.1325"
"2020/07/30 16:58:39:198" "DEBUG  " "   Seq Log     " "Arm move to buffer 1 pick position"
"2020/07/30 16:58:39:198" "DEBUG  " "   Seq Log     " "XY tray pick pos: -135.995, -144.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:58:39:198" "DEBUG  " "   Seq Log     " "Final XY tray pick pos to be moved --> x: -135.995, y: -144.238"
"2020/07/30 16:58:39:438" "DEBUG  " "   Seq Log     " "Reached pos --> x: -135.9597, y: -144.6944, z: -6.379023, pitch: -62.133"
"2020/07/30 16:58:39:454" "DEBUG  " "   Seq Log     " "Pick Head 1 down, vacuum ON"
"2020/07/30 16:58:39:454" "DEBUG  " "   Seq Log     " "Move Z to buffer 1 pick position"
"2020/07/30 16:58:40:249" "DEBUG  " "   Seq Log     " "Reached pos --> x: -135.995, y: -144.2388, z: -19.178, pitch: -62.1325"
"2020/07/30 16:58:40:249" "DEBUG  " "   Seq Log     " "Unit Count : 17602.0"
"2020/07/30 16:58:40:249" "DEBUG  " "   Seq Log     " "Z move to standby and pick heads cylinder up"
"2020/07/30 16:58:40:475" "DEBUG  " "   Seq Log     " "Reached pos --> x: -135.9961, y: -144.238, z: -7.002777, pitch: -62.1325"
"2020/07/30 16:58:40:475" "DEBUG  " "   Seq Log     " "Check fail to pick"
"2020/07/30 16:58:40:475" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3877, pressure -90.7025360881375"
"2020/07/30 16:58:40:475" "DEBUG  " "   Seq Log     " "Head 2: vacuum on FALSE, analog 9804, pressure -5.20340586565766e-1"
"2020/07/30 16:58:40:475" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9905, pressure 1.15817743461412"
"2020/07/30 16:58:40:475" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9858, pressure 4.56251716666145e-1"
"2020/07/30 16:58:40:475" "DEBUG  " "   Seq Log     " "Pick unit from buffer lane 1 to standby done"
"2020/07/30 16:58:40:475" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.LANE.01.TRAY.06.01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,Gang 0 "
"2020/07/30 16:58:40:475" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:58:40:489" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.LANE.01.TRAY.06.01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,Gang 0 "
"2020/07/30 16:58:40:489" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:58:43:489" "DEBUG  " "   Seq Log     " "StartStage >>> Move Y, Z and pitch to socket standby position"
"2020/07/30 16:58:43:505" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:58:43:865" "DEBUG  " "   Seq Log     " "Reached pos --> x: -135.9977, y: -333.2352, z: -6.379017, pitch: -62.13"
"2020/07/30 16:58:43:865" "DEBUG  " "   Seq Log     " "iStageTC: 1"
"2020/07/30 16:58:43:865" "DEBUG  " "   Seq Log     " "Move X to socket standby position"
"2020/07/30 16:58:44:195" "DEBUG  " "   Seq Log     " "Reached pos --> x: -227.7857, y: -333.6378, z: -6.379006, pitch: -62.133"
"2020/07/30 16:58:44:195" "DEBUG  " "   Seq Log     " "1, Stage completed"
"2020/07/30 16:58:44:209" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:59:11:809" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " +PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " -PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:59:11:809" "INFO   " "Cmd from TA[2] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " +PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " -PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.01"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:59:11:809" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:59:11:824" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:59:11:839" "DEBUG  " "   Seq Log     " "sSourceTesterNo_Local: 1"
"2020/07/30 16:59:11:839" "DEBUG  " "   Seq Log     " "TIUnumber: 0"
"2020/07/30 16:59:11:839" "DEBUG  " "   Seq Log     " "TIUnumber is 0"
"2020/07/30 16:59:11:839" "DEBUG  " "   Seq Log     " "Move Y & Z to socket 1 standby position"
"2020/07/30 16:59:11:854" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:59:11:854" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.4391, y: -333.6221, z: -6.379006, pitch: -62.1325"
"2020/07/30 16:59:11:854" "DEBUG  " "   Seq Log     " "Move X to socket 1 standby position"
"2020/07/30 16:59:12:184" "DEBUG  " "   Seq Log     " "Reached pos --> x: -141.2289, y: -333.6114, z: -6.379017, pitch: -62.1325"
"2020/07/30 16:59:12:199" "DEBUG  " "   Seq Log     " "Move XY to socket 1 pick position"
"2020/07/30 16:59:12:199" "DEBUG  " "   Seq Log     " "XY socket pick pos: -140.439, -676.774, XY AO: -7.6788e-2, -1.439e-2, X pick offset: 0.0"
"2020/07/30 16:59:12:199" "DEBUG  " "   Seq Log     " "Final XYZ socket pick pos to be moved --> x: -140.362212, y: -676.78839, z: -14.926"
"2020/07/30 16:59:12:649" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3682, y: -676.3281, z: -6.379029, pitch: -62.136"
"2020/07/30 16:59:12:649" "DEBUG  " "   Seq Log     " "Move Z to socket 1 pick position & Pick Head 2 down, vacuum ON"
"2020/07/30 16:59:13:384" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3619, y: -676.7896, z: -14.926003, pitch: -62.1325"
"2020/07/30 16:59:13:384" "DEBUG  " "   Seq Log     " "Unit Count : 17602.0"
"2020/07/30 16:59:13:384" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick heads up"
"2020/07/30 16:59:13:609" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3632, y: -676.7733, z: -6.511666, pitch: -62.132"
"2020/07/30 16:59:13:609" "DEBUG  " "   Seq Log     " "Check fail to pick"
"2020/07/30 16:59:13:609" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3905, pressure -90.7483138523515"
"2020/07/30 16:59:13:609" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3911, pressure -90.5346842860195"
"2020/07/30 16:59:13:609" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9891, pressure 1.23447370830411"
"2020/07/30 16:59:13:609" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9843, pressure 5.32547990356136e-1"
"2020/07/30 16:59:13:624" "DEBUG  " "   Seq Log     " "Pick unit from socket 1 to standby done"
"2020/07/30 16:59:13:624" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:59:13:639" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:59:13:639" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:59:13:654" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:59:13:669" "DEBUG  " "   Seq Log     " "sDestTesterNo_Local: 1"
"2020/07/30 16:59:13:669" "DEBUG  " "   Seq Log     " "TIUnumber: 1"
"2020/07/30 16:59:13:684" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:59:13:684" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3629, y: -676.7882, z: -6.381958, pitch: -62.132"
"2020/07/30 16:59:13:684" "DEBUG  " "   Seq Log     " "Move X to socket 1 standby position"
"2020/07/30 16:59:14:014" "DEBUG  " "   Seq Log     " "Move X and Y to socket 1 place position"
"2020/07/30 16:59:14:014" "DEBUG  " "   Seq Log     " "XY socket place pos: -228.439, -676.774, XY AO: -7.6788e-2, -1.0239e-1, X pick offset: 0.0"
"2020/07/30 16:59:14:014" "DEBUG  " "   Seq Log     " "Final XYZ socket place pos to be moved --> x: -228.362212, y: -676.87639, z: -10.846"
"2020/07/30 16:59:14:059" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.2764, y: -676.8053, z: -6.379006, pitch: -62.1325"
"2020/07/30 16:59:14:059" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:59:14:059" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3885, pressure -91.0687582018494"
"2020/07/30 16:59:14:059" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3906, pressure -90.5957213049715"
"2020/07/30 16:59:14:059" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9905, pressure 1.05136265144813"
"2020/07/30 16:59:14:059" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9860, pressure 4.10473952452151e-1"
"2020/07/30 16:59:14:074" "DEBUG  " "   Seq Log     " "Move Z to socket 1 place position and pick head 1 down"
"2020/07/30 16:59:14:224" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.3712, y: -676.9127, z: -10.222841, pitch: -62.1315"
"2020/07/30 16:59:14:734" "DEBUG  " "   Seq Log     " "Pick Head 1 purge"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "When Drop, Pick Head 1 purge 7.01773125400555kPa"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "PickHead1_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "PickHead2_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "PickHead3_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "PickHead4_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "bHead1PurgeSwOn TRUE"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "bHead2PurgeSwOn TRUE"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "bHead3PurgeSwOn TRUE"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "bHead4PurgeSwOn TRUE"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "bHeadGotIC TRUE"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "bHeadGotIC TRUE"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:59:14:838" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick head 1 up"
"2020/07/30 16:59:15:034" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 1 purge 8.5436567278054kPa"
"2020/07/30 16:59:15:034" "DEBUG  " "   Seq Log     " "Pick Head 1 purge off"
"2020/07/30 16:59:15:034" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.3621, y: -676.8725, z: -6.482403, pitch: -62.1325"
"2020/07/30 16:59:15:034" "DEBUG  " "   Seq Log     " "bHead1PurgeMonitor FALSE"
"2020/07/30 16:59:15:034" "DEBUG  " "   Seq Log     " "bHead2PurgeMonitor FALSE"
"2020/07/30 16:59:15:034" "DEBUG  " "   Seq Log     " "bHead3PurgeMonitor FALSE"
"2020/07/30 16:59:15:034" "DEBUG  " "   Seq Log     " "bHead4PurgeMonitor FALSE"
"2020/07/30 16:59:15:139" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 8510, pressure -20.1742606891079"
"2020/07/30 16:59:15:139" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 4314, pressure -84.629352702414"
"2020/07/30 16:59:15:139" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9884, pressure 1.08188116092413"
"2020/07/30 16:59:15:139" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9840, pressure 3.64696188238156e-1"
"2020/07/30 16:59:15:155" "DEBUG  " "   Seq Log     " "Move Y to socket 1 standby position"
"2020/07/30 16:59:15:649" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.3631, y: -294.1313, z: -6.378994, pitch: -62.131"
"2020/07/30 16:59:15:649" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:59:15:649" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:59:15:649" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:59:15:649" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:59:15:649" "DEBUG  " "   Seq Log     " "Place unit from standby to socket 1 done"
"2020/07/30 16:59:15:845" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.06.01,PNB.CELL.B04.HEAD.02,1,0,"
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.06.01"
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.06.01"
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:59:15:845" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:59:15:859" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:59:15:875" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.362, y: -293.6217, z: -6.379017, pitch: -62.1305"
"2020/07/30 16:59:15:889" "DEBUG  " "   Seq Log     " "Move XY to buffer 1 place position"
"2020/07/30 16:59:15:889" "DEBUG  " "   Seq Log     " "XY tray place pos: -47.995, -144.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:59:15:889" "DEBUG  " "   Seq Log     " "Final XYZ tray place pos to be moved --> x: -47.995, y: -144.238, z: -16.078"
"2020/07/30 16:59:16:295" "DEBUG  " "   Seq Log     " "Reached pos --> x: -48.76805, y: -144.2423, z: -6.379006, pitch: -62.133"
"2020/07/30 16:59:16:295" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:59:16:295" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9817, pressure -1.99896237067804e-1"
